nom,id
Sainte-Adèle,3607697465
Sainte-Anne-des-Lacs,3607697466
Saint-Sauveur,3607697467
Morin-Heights,3607697468
Saint-Adolphe-d'Howard,3607697469
Wentworth-Nord,3607697470
Lac-des-Seize-Îles,3607697471
Kebaowek,3607698598
Saint-Hippolyte,3607698649
Sainte-Sophie,3607698650
Prévost,3607698651
Saint-Jérôme,3607698652
Saint-Colomban,3607698653
Timiskaming,3607698707
Pikogan,3607698791
Manawan,3607698893
Mashteuiatsh,3607699130
Saint-Eustache,3607699988
Sainte-Marthe-sur-le-Lac,3607699989
Saint-Joseph-du-Lac,3607699990
Pointe-Calumet,3607699991
Ka’neshatà:ke / Kanesatake,3607699992
Saint-Placide,3607699993
Mirabel,3607699994
Odanak,3607700931
Wendake,3607701011
Sainte-Anne-des-Plaines,3607703988
Bois-des-Filion,3607703989
Lorraine,3607703990
Blainville,3607703991
Rosemère,3607703992
Sainte-Thérèse,3607703993
Boisbriand,3607703994
Sainte-Marie-Salomé,3607704058
Saint-Liguori,3607704059
Saint-Jacques,3607704060
Saint-Alexis,3607704061
Sainte-Julienne,3607704062
Saint-Calixte,3607704063
Saint-Esprit,3607704064
Saint-Roch-de-l'Achigan,3607704065
Saint-Roch-Ouest,3607704066
Saint-Lin–Laurentides,3607704067
Mascouche,3607704069
Terrebonne,3607704070
Saint-Sulpice,3607706376
L'Assomption,3607706379
Repentigny,3607706380
Charlemagne,3607706381
Sainte-Mélanie,3607706446
Notre-Dame-de-Lourdes,3607706447
Saint-Thomas,3607706448
Notre-Dame-des-Prairies,3607706449
Saint-Ambroise-de-Kildare,3607706450
Saint-Charles-Borromée,3607706451
Joliette,3607706452
Saint-Pierre,3607706453
Crabtree,3607706454
Saint-Paul,3607706455
Saint-Michel-des-Saints,3607707045
Saint-Zénon,3607707046
Saint-Damien,3607707047
Sainte-Émélie-de-l'Énergie,3607707048
Saint-Jean-de-Matha,3607707049
Saint-Félix-de-Valois,3607707050
Saint-Côme,3607707051
Sainte-Béatrix,3607707052
Saint-Alphonse-Rodriguez,3607707053
Sainte-Marcelline-de-Kildare,3607707054
Saint-Donat,3607707055
Chertsey,3607707056
Notre-Dame-de-la-Merci,3607707057
Entrelacs,3607707058
Rawdon,3607707059
Mandeville,3607710956
Saint-Gabriel-de-Brandon,3607710957
Saint-Gabriel,3607710958
Saint-Didace,3607710959
Saint-Barthélemy,3607710960
Saint-Cuthbert,3607710961
Saint-Ignace-de-Loyola,3607710962
La Visitation-de-l'Île-Dupas,3607710963
Saint-Cléophas-de-Brandon,3607710964
Saint-Norbert,3607710965
Sainte-Élisabeth,3607710966
Sainte-Geneviève-de-Berthier,3607710967
Berthierville,3607710968
Lanoraie,3607710969
Lavaltrie,3607710970
Saint-Alexis-des-Monts,3607711418
Saint-Mathieu-du-Parc,3607711419
Saint-Boniface,3607711420
Saint-Étienne-des-Grès,3607711421
Saint-Élie-de-Caxton,3607711422
Charette,3607711423
Saint-Barnabé,3607711424
Saint-Paulin,3607711425
Saint-Sévère,3607711426
Yamachiche,3607711428
Sainte-Angèle-de-Prémont,3607711431
Saint-Léon-le-Grand,3607711432
Sainte-Ursule,3607711433
Louiseville,3607711434
Saint-Édouard-de-Maskinongé,3607711435
Saint-Justin,3607711436
Maskinongé (municipalité),3607711437
Saint-Stanislas,3607711544
Saint-Narcisse,3607711545
Sainte-Geneviève-de-Batiscan,3607711546
Batiscan,3607711547
Saint-Luc-de-Vincennes,3607711548
Champlain,3607711549
Saint-Maurice,3607711550
Notre-Dame-du-Mont-Carmel,3607711551
Shawinigan,3607711552
Trois-Rivières,3607711553
Saint-Tite,3607715906
Saint-Augustin-de-Desmaures,3607716091
L'Ancienne-Lorette,3607716093
Stoneham-et-Tewkesbury,3607716425
Sainte-Brigitte-de-Laval,3607716426
Lac-Beauport,3607716427
Lac-Delage,3607716428
Saint-Gabriel-de-Valcartier,3607716429
Shannon,3607716430
Lac-Saint-Joseph,3607716431
Fossambault-sur-le-Lac,3607716432
Sainte-Catherine-de-la-Jacques-Cartier,3607716433
Lac-Édouard,3607716488
La Bostonnais,3607716489
Saint-Tite-des-Caps,3607717046
Saint-Louis-de-Gonzague-du-Cap-Tourmente,3607717048
Saint-Ferréol-les-Neiges,3607717049
Beaupré,3607717050
Sainte-Anne-de-Beaupré,3607717051
Château-Richer,3607717052
L'Ange-Gardien,3607717053
Boischatel,3607717054
Baie-Sainte-Catherine,3607717110
Saint-Siméon,3607717111
Saint-Irénée,3607717112
Clermont,3607717113
La Malbaie,3607717114
Saint-Aimé-des-Lacs,3607717115
Notre-Dame-des-Monts,3607717116
Saint-Hilarion,3607717118
Les Éboulements,3607717119
Saint-Urbain,3607717120
L'Isle-aux-Coudres,3607717121
Baie-Saint-Paul,3607717122
Petite-Rivière-Saint-François,3607717123
Baie-Trinité,3607719053
Godbout,3607719054
Franquelin,3607719055
Baie-Comeau,3607719056
Pointe-Lebel,3607719057
Pointe-aux-Outardes,3607719058
Chute-aux-Outardes,3607719059
Ragueneau,3607719060
Pessamit Innuat / Innus de Pessamit,3607719061
Colombier,3607719063
Forestville,3607719064
Portneuf-sur-Mer,3607719065
Longue-Rive,3607719066
Les Escoumins,3607719067
Les Bergeronnes,3607719068
Sacré-Coeur,3607719069
Tadoussac,3607719070
ᑲᐛᐛᒋᑲᒪᒡ Kawawachikamach,3607722325
Lac-John,3607722326
Matimekosh,3607722327
Schefferville,3607722328
Fermont,3607722329
Sept-Îles,3607722332
Maliotenam,3607722333
Uashat,3607722334
Port-Cartier,3607722335
L'Île-d'Anticosti,3607734508
Nutashkuan,3607734509
Natashquan,3607734510
Aguanish,3607734511
Baie-Johan-Beetz,3607734512
Havre-Saint-Pierre,3607734513
Ekuanitshit - Mingan,3607734514
Longue-Pointe-de-Mingan,3607734515
Rivière-Saint-Jean,3607734516
Rivière-au-Tonnerre,3607734517
Blanc-Sablon,3607734572
Bonne-Espérance,3607734573
Saint-Augustin,3607734575
La Romaine,3607734576
Gros-Mécatina,3607734577
Côte-Nord-du-Golfe-du-Saint-Laurent,3607734578
Howick,3607743220
Très-Saint-Sacrement,3607743221
Saint-Chrysostome,3607743222
Havelock,3607743223
Franklin,3607743224
Ormstown,3607743225
Hinchinbrooke,3607743226
Huntingdon,3607743227
Elgin,3607743228
Sainte-Barbe,3607743229
Godmanchester,3607743230
Saint-Anicet,3607743231
Dundee,3607743232
Beauharnois,3607765238
Saint-Urbain-Premier,3607765239
Sainte-Martine,3607765240
Saint-Étienne-de-Beauharnois,3607765241
Saint-Louis-de-Gonzague,3607765242
Salaberry-de-Valleyfield,3607765243
Saint-Stanislas-de-Kostka,3607765244
Napierville,3607785072
Saint-Cyprien-de-Napierville,3607785073
Saint-Jacques-le-Mineur,3607785074
Saint-Édouard,3607785075
Saint-Patrice-de-Sherrington,3607785076
Saint-Bernard-de-Lacolle,3607785077
Saint-Michel,3607785078
Saint-Rémi,3607785079
Sainte-Clotilde,3607785080
Hemmingford (village),3607785081
Hemmingford (canton),3607785082
Candiac,3607785147
Sainte-Catherine,3607785148
La Prairie,3607785149
Delson,3607785150
Saint-Philippe,3607785151
Saint-Mathieu,3607785152
Saint-Constant,3607785153
Saint-Isidore,3607785154
Châteauguay,3607785155
Mercier,3607785156
Léry,3607785157
Sainte-Brigide-d'Iberville,3607820569
Mont-Saint-Grégoire,3607820570
Saint-Alexandre,3607820571
Saint-Sébastien,3607820572
Saint-Valentin,3607820573
Saint-Jean-Baptiste,3607903219
Mont-Saint-Hilaire,3607903220
Saint-Charles-sur-Richelieu,3607903221
Saint-Denis-sur-Richelieu,3607903222
Saint-Antoine-sur-Richelieu,3607903223
Saint-Marc-sur-Richelieu,3607903224
Otterburn Park,3607903225
McMasterville,3607903226
Beloeil,3607903227
Saint-Mathieu-de-Beloeil,3607903228
Saint-Basile-le-Grand,3607903229
Chambly,3607903230
Carignan,3607903231
Contrecœur,3607903241
Calixa-Lavallée,3607903242
Verchères,3607903243
Saint-Amable,3607903244
Sainte-Julie,3607903245
Varennes,3607903246
Saint-Paul-d'Abbotsford,3607903249
Ange-Gardien,3607903250
Saint-Césaire,3607903251
Rougemont,3607903252
Sainte-Angèle-de-Monnoir,3607903253
Marieville,3607903254
Richelieu,3607903255
Saint-Mathias-sur-Richelieu,3607903256
Bolton-Ouest,3607926990
Abercorn,3607926991
Sutton,3607926992
Brome,3607926993
Lac-Brome,3607926994
Bromont,3607926995
Brigham,3607926996
East Farnham,3607926997
Cowansville,3607926998
Dunham,3607926999
Saint-Ignace-de-Stanbridge,3607927000
Frelighsburg,3607927001
Stanbridge East,3607927002
Farnham,3607927003
Sainte-Sabine,3607927004
Notre-Dame-de-Stanbridge,3607927005
Bedford (Ville),3607927006
Bedford (Canton),3607927007
Stanbridge Station,3607927008
Pike River,3607927009
Saint-Joachim-de-Shefford,3607927016
Warden,3607927017
Waterloo,3607927018
Shefford,3607927019
Roxton Pond,3607927020
Sainte-Cécile-de-Milton,3607927021
Granby,3607927022
Saint-Alphonse-de-Granby,3607927023
Sainte-Hélène-de-Bagot,3607927117
Saint-Hugues,3607927118
Saint-Marcel-de-Richelieu,3607927119
Saint-Louis,3607927120
Saint-Simon,3607927121
Saint-Barnabé-Sud,3607927122
Saint-Jude,3607927123
Saint-Bernard-de-Michaudville,3607927124
Saint-Liboire,3607927125
Saint-Valérien-de-Milton,3607927126
Saint-Dominique,3607927127
Saint-Pie,3607927128
Saint-Hyacinthe,3607927129
La Présentation,3607927130
Sainte-Madeleine,3607927131
Sainte-Marie-Madeleine,3607927132
Saint-Damase,3607927133
Saint-David,3607932156
Saint-Gérard-Majella,3607932157
Massueville,3607932158
Saint-Aimé,3607932159
Yamaska,3607932160
Saint-Robert,3607932161
Sainte-Anne-de-Sorel,3607932162
Sainte-Victoire-de-Sorel,3607932163
Sorel-Tracy,3607932164
Saint-Ours,3607932165
Saint-Roch-de-Richelieu,3607932166
Drummondville,3607932209
Sainte-Brigitte-des-Saults,3607932210
Notre-Dame-du-Bon-Conseil (village),3607932211
Notre-Dame-du-Bon-Conseil (paroisse),3607932212
Saint-Cyrille-de-Wendover,3607932213
Saint-Lucien,3607932214
Saint-Félix-de-Kingsey,3607932215
L'Avenir,3607932216
Durham-Sud,3607932217
Lefebvre,3607932218
Wickham,3607932219
Saint-Germain-de-Grantham,3607932220
Saint-Majorique-de-Grantham,3607932221
Saint-Eugène,3607932222
Saint-Edmond-de-Grantham,3607932223
Saint-Guillaume,3607932224
Saint-Bonaventure,3607932225
Saint-Pie-de-Guire,3607932226
Béthanie,3607932240
Roxton Falls,3607932241
Roxton,3607932242
Sainte-Christine,3607932243
Acton Vale,3607932244
Upton,3607932245
Saint-Théodore-d'Acton,3607932246
Saint-Nazaire-d'Acton,3607932247
Stoke,3607950472
Saint-Claude,3607950473
Val-Joli,3607950474
Windsor,3607950475
Saint-François-Xavier-de-Brompton,3607950476
Saint-Denis-de-Brompton,3607950477
Canton de Cleveland,3607950478
Ville de Richmond,3607950479
Canton de Melbourne,3607950480
Kingsbury,3607950481
Ulverton,3607950482
Racine,3607950483
Maricourt,3607950484
Valcourt (Canton),3607950485
Valcourt (ville),3607950486
Lawrenceville,3607950487
Bonsecours,3607950488
Sainte-Anne-de-la-Rochelle,3607950489
Eastman,3607950490
Stukely-Sud,3607950491
Hatley (Canton),3607953109
North Hatley,3607953110
Hatley,3607953111
Ayer's Cliff,3607953112
Sainte-Catherine-de-Hatley,3607953113
Stanstead (Ville),3607953114
Ogden,3607953115
Stanstead (Canton),3607953116
Magog,3607953117
Orford,3607953118
Saint-Benoît-du-Lac,3607953119
Austin,3607953120
Potton,3607953121
Bolton-Est,3607953122
Saint-Étienne-de-Bolton,3607953123
Saint-Venant-de-Paquette,3607953155
East Hereford,3607953156
Saint-Herménégilde,3607953157
Saint-Malo,3607953158
Sainte-Edwidge-de-Clifton,3607953159
Martinville,3607953160
Dixville,3607953161
Compton,3607953162
Coaticook,3607953163
Waterville,3607953164
Barnston-Ouest,3607953165
Stanstead-Est,3607953166
Weedon,3607953228
Lingwick,3607953229
Scotstown,3607953230
Hampden,3607953231
Bury,3607953232
Dudswell,3607953233
East Angus,3607953234
La Patrie,3607953235
Chartierville,3607953236
Newport,3607953237
Saint-Isidore-de-Clifton,3607953238
Cookshire-Eaton,3607953239
Westbury,3607953240
Ascot Corner,3607953241
Ham-Sud,3607997177
Saint-Adrien,3607997178
Wotton,3607997179
Saint-Camille,3607997180
Saint-Georges-de-Windsor,3607997181
Val-des-Sources,3607997182
Danville,3607997183
Saint-Louis-de-Blandford,3607997254
Maddington Falls,3607997255
Daveluyville,3607997256
Saint-Rosaire,3607997258
Saint-Norbert-d'Arthabaska,3607997259
Victoriaville,3607997260
Saint-Valère,3607997261
Saint-Albert,3607997262
Sainte-Hélène-de-Chester,3607997263
Saint-Christophe-d'Arthabaska,3607997264
Warwick,3607997265
Sainte-Élizabeth-de-Warwick,3607997266
Saint-Samuel,3607997267
Sainte-Clotilde-de-Horton,3607997268
Sainte-Séraphine,3607997269
Kingsey Falls,3607997270
Tingwick,3607997271
Chesterville,3607997272
Saint-Rémi-de-Tingwick,3607997273
Notre-Dame-de-Ham,3607997274
Ham-Nord,3607997275
Saints-Martyrs-Canadiens,3607997276
Grosses-Roches,3607998289
Saint-Jean-de-Cherbourg,3607998290
Les Méchins,3607998291
Sainte-Félicité,3607998292
Saint-Adelme,3607998293
Saint-René-de-Matane,3607998294
Sainte-Paule,3607998295
Saint-Léandre,3607998296
Matane,3607998297
Saint-Ulric,3607998298
Baie-des-Sables,3607998299
Rivière-Bonjour,3608001955
Saint-Wenceslas,3608042765
Aston-Jonction,3608042766
Sainte-Eulalie,3608042767
Saint-Léonard-d'Aston,3608042768
Saint-Célestin (village),3608042769
Saint-Célestin (municipalité),3608042770
Grand-Saint-Esprit,3608042771
Sainte-Perpétue,3608042772
Sainte-Monique,3608042773
Nicolet,3608042774
La Visitation-de-Yamaska,3608042775
Saint-Zéphirin-de-Courval,3608042776
Saint-Elphège,3608042777
Baie-du-Febvre,3608042778
Pierreville,3608042779
Saint-François-du-Lac,3608042780
Deschaillons-sur-Saint-Laurent,3608042833
Parisville,3608042834
Saint-Pierre-les-Becquets,3608042835
Bécancour,3608042836
Sainte-Cécile-de-Lévrard,3608042837
Fortierville,3608042838
Sainte-Françoise,3608042839
Sainte-Sophie-de-Lévrard,3608042840
Sainte-Marie-de-Blandford,3608042841
Manseau,3608042842
Lemieux,3608042843
Saint-Sylvère,3608042844
Inverness,3608055268
Lyster,3608055269
Laurierville,3608055270
Saint-Pierre-Baptiste,3608055271
Saint-Ferdinand,3608055272
Sainte-Sophie-d'Halifax,3608055273
Notre-Dame-de-Lourdes,3608055274
Plessisville,3608055276
Princeville,3608055277
Villeroy,3608055278
Sainte-Clotilde-de-Beauce,3608055322
East Broughton,3608055323
Sacré-Coeur-de-Jésus,3608055324
Saint-Pierre-de-Broughton,3608055325
Adstock,3608055326
Thetford Mines,3608055327
Sainte-Praxède,3608055328
Saint-Joseph-de-Coleraine,3608055329
Disraeli (ville),3608055330
Disraeli (paroisse),3608055331
Beaulac-Garthby,3608055332
Saint-Jacques-de-Leeds,3608055333
Kinnear's Mills,3608055334
Saint-Jean-de-Brébeuf,3608055335
Saint-Adrien-d'Irlande,3608055336
Irlande,3608055337
Saint-Julien,3608055338
Saint-Jacques-le-Majeur-de-Wolfestown,3608055339
Saint-Fortunat,3608055340
Saint-Robert-Bellarmin,3608064411
Saint-Ludger,3608064412
Audet,3608064413
Lac-Drolet,3608064414
Frontenac,3608064415
Lac-Mégantic,3608064416
Sainte-Cécile-de-Whitton,3608064417
Saint-Sébastien,3608064418
Lambton,3608064420
Saint-Augustin-de-Woburn,3608064421
Piopolis,3608064422
Marston,3608064423
Nantes,3608064424
Saint-Romain,3608064425
Stornoway,3608064426
Notre-Dame-des-Bois,3608064427
Val-Racine,3608064428
Milan,3608064429
Stratford,3608064430
Saint-Simon-les-Mines,3608089940
Notre-Dame-des-Pins,3608089941
Saint-Philibert,3608089942
Saint-Georges,3608089943
Saint-Côme–Linière,3608089944
Saint-René,3608089945
Lac-Poulin,3608089946
Saint-Benoît-Labre,3608089947
Saint-Martin,3608089948
Saint-Théophile,3608089949
Saint-Honoré-de-Shenley,3608089950
Saint-Gédéon-de-Beauce,3608089951
Saint-Hilaire-de-Dorset,3608089952
Saint-Éphrem-de-Beauce,3608089953
La Guadeloupe,3608089954
Saint-Odilon-de-Cranbourne,3608090028
Saint-Joseph-de-Beauce,3608090029
Vallée-Jonction,3608090030
Saint-Joseph-des-Érables,3608090031
Beauceville,3608090032
Saint-Alfred,3608090033
Saint-Victor,3608090034
Saint-Jules,3608090035
Tring-Jonction,3608090036
Saint-Frédéric,3608090037
Saint-Séverin,3608090038
Saint-Laurent-de-l'Île-d'Orléans,3608099222
Sainte-Pétronille,3608099223
Saint-Pierre-de-l'Île-d'Orléans,3608099224
Sainte-Famille-de-l'Île-d'Orléans,3608099225
Saint-Jean-de-l'Île-d'Orléans,3608099226
Saint-François-de-l'Île-d'Orléans,3608099227
Cascades-Malignes,3608103023
Lac-Lenôtre,3608103024
Dépôt-Échouani,3608103025
Lac-Moselle,3608103026
Lac-Nilgaut,3608106705
Lac-Pythonga,3608106706
Lac-Despinassy,3608107216
Saint-Antoine-de-Tilly,3608110655
Sainte-Croix,3608110656
Notre-Dame-du-Sacré-Coeur-d'Issoudun,3608110657
Saint-Apollinaire,3608110658
Saint-Agapit,3608110659
Saint-Gilles,3608110660
Laurier-Station,3608110661
Saint-Flavien,3608110662
Dosquet,3608110663
Lotbinière,3608110664
Saint-Édouard-de-Lotbinière,3608110665
Leclercville,3608110666
Saint-Janvier-de-Joly,3608110667
Val-Alain,3608110668
Saint-Narcisse-de-Beaurivage,3608110669
Saint-Patrice-de-Beaurivage,3608110670
Sainte-Agathe-de-Lotbinière,3608110671
Saint-Sylvestre,3608110672
Saint-Alban,3608114649
Sainte-Christine-d'Auvergne,3608114650
Lac-Sergent,3608114651
Saint-Raymond,3608114652
Saint-Léonard-de-Portneuf,3608114653
Rivière-à-Pierre,3608114654
Lac-Lapeyrere,3608114655
Linton,3608114656
Lac-Blanc,3608114657
Lac-Croche,3608114658
Lac-Jacques-Cartier,3608114659
Chibougamau,3608118158
Saint-André-de-Kamouraska,3608120202
Saint-Germain-de-Kamouraska,3608120203
Kamouraska,3608120204
Saint-Denis-De La Bouteillerie,3608120205
Rivière-Ouelle,3608120206
La Pocatière,3608120207
Sainte-Anne-de-la-Pocatière,3608120208
Saint-Onésime-d'Ixworth,3608120209
Petit-Lac-Sainte-Anne,3608120210
Saint-André-du-Lac-Saint-Jean,3608134378
La Trinité-des-Monts,3608138184
Esprit-Saint,3608138185
Lac-Huron,3608138186
Saint-Eugène-de-Ladrière,3608138187
Saint-Valérien,3608138188
Saint-Narcisse-de-Rimouski,3608138189
Saint-Anaclet-de-Lessard,3608138190
Saint-Marcellin,3608138191
Saint-Fabien,3608138192
Rimouski,3608138193
Petit-Mécatina,3608145537
Lac-Jérôme,3608146388
Sault-au-Cochon,3608146885
Mont-Élie,3608147782
Sagard,3608147783
Routhierville,3608150455
Saint-Vianney,3608150456
Saint-Tharcisius,3608150929
Saint-Alexandre-des-Lacs,3608150930
Sainte-Marguerite-Marie,3608150931
Causapscal,3608150932
Lac-Casault,3608150933
Ruisseau-des-Mineurs,3608150934
Coulée-des-Adolphe,3608154702
Cap-Chat,3608154704
Larouche,3608158183
Saguenay,3608158186
Saint-Ludger-de-Milot,3608160414
La Doré,3608160415
Saint-Félicien,3608160416
Normandin,3608160417
Lac-Ashuapmushuan,3608160418
Rivière-Mistassini,3608160420
Lac-Bouchette,3608160578
Roberval,3608160826
Saint-Prime,3608160827
Rivière-Ojima,3608161442
Réservoir-Dozois,3608161780
Ville-Marie,3608163999
Sainte-Marguerite,3608164172
Lévis,3608164410
Sainte-Hedwidge,3608164878
Saint-François-de-Sales,3608164879
Chambord,3608164880
Notre-Dame-du-Portage,3608166514
Picard,3608166516
Frampton,3608180107
Saints-Anges,3608180108
Sainte-Marie,3608180109
Saint-Elzéar,3608180110
Scott,3608180112
Sainte-Hénédine,3608180113
Saint-Isidore,3608180114
Saint-Bernard,3608180115
Saint-Lambert-de-Lauzon,3608180116
Armagh,3608180267
Saint-Nérée-de-Bellechasse,3608180268
Saint-Raphaël,3608180269
La Durantaye,3608180270
Saint-Vallier,3608180271
Saint-Michel-de-Bellechasse,3608180272
Beaumont,3608180273
Saint-Charles-de-Bellechasse,3608180274
Saint-Gervais,3608180275
Saint-Lazare-de-Bellechasse,3608180276
Saint-Damien-de-Buckland,3608180277
Saint-Philémon,3608180278
Notre-Dame-Auxiliatrice-de-Buckland,3608180279
Honfleur,3608180280
Saint-Nazaire-de-Dorchester,3608180281
Saint-Léon-de-Standon,3608180282
Saint-Malachie,3608180283
Sainte-Claire,3608180284
Saint-Anselme,3608180285
Saint-Henri,3608180286
Berthier-sur-Mer,3608188523
Saint-Antoine-de-l'Isle-aux-Grues,3608188524
Montmagny,3608188525
Cap-Saint-Ignace,3608188526
L'Islet,3608188527
Saint-Roch-des-Aulnaies,3608188529
Saint-Jean-Port-Joli,3608188530
Rivière-du-Loup,3608189523
Saint-Alexandre-de-Kamouraska,3608189524
Sainte-Hélène-de-Kamouraska,3608189525
Saint-Joseph-de-Kamouraska,3608189526
Tourville,3608189527
